,Stations_id,Referenzjahr,Qualitaetsniveau,Objekt_id,Phase_id,Eintrittsdatum,Eintrittsdatum_QB,Jultag,eor,Unnamed: 9
4885,01691,2012,10,202,15,20120417,1,107,eor,                                                                            
4886,01691,2012,10,202,18,20120526,1,146,eor,                                                                            
4887,01691,2012,10,202,21,20120719,1,200,eor,                                                                            
4888,01691,2012,10,202,24,20120814,1,226,eor,                                                                            
4889,01691,2013,10,202,10,20130930,1,273,eor,                                                                            
4890,01691,2013,10,202,12,20131014,1,287,eor,                                                                            
4891,01691,2013,10,202,15,20130426,1,116,eor,                                                                            
4892,01691,2013,10,202,18,20130607,1,158,eor,                                                                            
4893,01691,2013,10,202,21,20130728,1,209,eor,                                                                            
4894,01691,2013,10,202,24,20130805,1,217,eor,                                                                            
4895,01691,2014,10,202,10,20141028,1,301,eor,                                                                            
4896,01691,2014,10,202,12,20141117,1,321,eor,                                                                            
4897,01691,2014,10,202,15,20140404,1,94,eor,                                                                            
4898,01691,2014,10,202,18,20140519,1,139,eor,                                                                            
4899,01691,2014,10,202,19,20140701,1,182,eor,                                                                            
4900,01691,2014,10,202,21,20140712,1,193,eor,                                                                            
4901,01691,2014,10,202,24,20140802,1,214,eor,                                                                            
4902,01691,2015,10,202,10,20151024,1,297,eor,                                                                            
4903,01691,2015,10,202,12,20151110,1,314,eor,                                                                            
4904,01691,2015,10,202,15,20150422,1,112,eor,                                                                            
4905,01691,2015,10,202,18,20150527,1,147,eor,                                                                            
4906,01691,2015,10,202,19,20150622,1,173,eor,                                                                            
4907,01691,2015,10,202,21,20150627,1,178,eor,                                                                            
4908,01691,2015,10,202,24,20150803,1,215,eor,                                                                            
6155,02261,1957,7,202,10,19571004,1,277,eor,                                                                            
6156,02261,1957,7,202,12,19571015,1,288,eor,                                                                            
6157,02261,1957,7,202,23,19570907,1,250,eor,                                                                            
6158,02261,1958,7,202,10,19581011,1,284,eor,                                                                            
6159,02261,1958,7,202,12,19581021,1,294,eor,                                                                            
6160,02261,1958,7,202,23,19580827,1,239,eor,                                                                            
6161,02261,1959,7,202,10,19591028,1,301,eor,                                                                            
6162,02261,1959,7,202,12,19591103,1,307,eor,                                                                            
6163,02261,1959,7,202,18,19590616,1,167,eor,                                                                            
6164,02261,1959,7,202,21,19590802,1,214,eor,                                                                            
6165,02261,1959,7,202,23,19590805,1,217,eor,                                                                            
6166,02261,1960,7,202,10,19600917,1,260,eor,                                                                            
6167,02261,1960,7,202,12,19601013,1,286,eor,                                                                            
6168,02261,1960,7,202,18,19600613,1,164,eor,                                                                            
6169,02261,1960,7,202,21,19600823,1,235,eor,                                                                            
6170,02261,1960,7,202,23,19600825,1,237,eor,                                                                            
6171,02261,1961,7,202,10,19610921,1,264,eor,                                                                            
6172,02261,1961,7,202,12,19611009,1,282,eor,                                                                            
6173,02261,1961,7,202,18,19610621,1,172,eor,                                                                            
6174,02261,1961,7,202,21,19610820,1,232,eor,                                                                            
6175,02261,1961,7,202,22,19610824,1,236,eor,                                                                            
6176,02261,1961,7,202,23,19610826,1,238,eor,                                                                            
6177,02261,1961,7,202,24,19610826,1,238,eor,                                                                            
6178,02261,1962,7,202,10,19620920,1,263,eor,                                                                            
6179,02261,1962,7,202,12,19621008,1,281,eor,                                                                            
6180,02261,1962,7,202,18,19620618,1,169,eor,                                                                            
6181,02261,1962,7,202,21,19620830,1,242,eor,                                                                            
6182,02261,1962,7,202,22,19620910,1,253,eor,                                                                            
6183,02261,1962,7,202,23,19620903,1,246,eor,                                                                            
6184,02261,1962,7,202,24,19620915,1,258,eor,                                                                            
6185,02261,1963,7,202,10,19631003,1,276,eor,                                                                            
6186,02261,1963,7,202,12,19631014,1,287,eor,                                                                            
6187,02261,1963,7,202,18,19630601,1,152,eor,                                                                            
6188,02261,1963,7,202,21,19630824,1,236,eor,                                                                            
6189,02261,1963,7,202,22,19630825,1,237,eor,                                                                            
6190,02261,1963,7,202,23,19630825,1,237,eor,                                                                            
6191,02261,1963,7,202,24,19630825,1,237,eor,                                                                            
6192,02261,1964,7,202,18,19640618,1,169,eor,                                                                            
6193,02261,1964,7,202,21,19640805,1,217,eor,                                                                            
6194,02261,1964,7,202,22,19640805,1,217,eor,                                                                            
6195,02261,1964,7,202,23,19640810,1,222,eor,                                                                            
6196,02261,1964,7,202,24,19640806,1,218,eor,                                                                            
6197,02261,1965,7,202,10,19651009,1,282,eor,                                                                            
6198,02261,1965,7,202,12,19651020,1,293,eor,                                                                            
6199,02261,1965,7,202,21,19650908,1,251,eor,                                                                            
6200,02261,1965,7,202,23,19650910,1,253,eor,                                                                            
6201,02261,1965,7,202,24,19650915,1,258,eor,                                                                            
6202,02261,1966,7,202,15,19660525,1,145,eor,                                                                            
6203,02261,1966,7,202,18,19660620,1,171,eor,                                                                            
6204,02261,1966,7,202,23,19660820,1,232,eor,                                                                            
6205,02261,1966,7,202,24,19660825,1,237,eor,                                                                            
6206,02261,1967,7,202,10,19670927,1,270,eor,                                                                            
6207,02261,1967,7,202,12,19671007,1,280,eor,                                                                            
6208,02261,1967,7,202,18,19670615,1,166,eor,                                                                            
6209,02261,1967,7,202,21,19670823,1,235,eor,                                                                            
6210,02261,1967,7,202,22,19670825,1,237,eor,                                                                            
6211,02261,1967,7,202,23,19670825,1,237,eor,                                                                            
6212,02261,1967,7,202,24,19670825,1,237,eor,                                                                            
6213,02261,1968,7,202,10,19681017,1,290,eor,                                                                            
6214,02261,1968,7,202,12,19681030,1,303,eor,                                                                            
6215,02261,1968,7,202,15,19680603,1,154,eor,                                                                            
6216,02261,1968,7,202,18,19680618,1,169,eor,                                                                            
6217,02261,1968,7,202,21,19680815,1,227,eor,                                                                            
6218,02261,1968,7,202,22,19680818,1,230,eor,                                                                            
6219,02261,1968,7,202,23,19680820,1,232,eor,                                                                            
